1,1,56.3,59.68,119.46,59.73,1,1,1.0
1,2,96.99,0.0,219.87,64.87,1,1,1.0
1,3,315.99,0.0,398.20000000000005,115.08,1,1,1.0
2,1,45.39,56.56,110.64,58.349999999999994,1,1,1.0
2,2,96.99,0.0,219.87,64.87,1,1,1.0
2,3,315.99,0.0,397.77,115.08,1,1,1.0
3,1,34.49,53.44,101.81,56.96000000000001,1,1,1.0
3,2,96.99,0.0,219.87,64.87,1,1,1.0
3,3,315.99,0.0,397.33000000000004,115.08,1,1,1.0
4,1,23.58,50.33,92.98,55.57000000000001,1,1,1.0
4,2,96.99,0.0,219.87,64.87,1,1,1.0
4,3,315.99,0.0,396.9,115.08,1,1,1.0
5,1,12.67,47.21,84.16,54.190000000000005,1,1,1.0
5,2,96.99,0.0,219.87,64.87,1,1,1.0
5,3,315.99,0.0,396.46000000000004,115.08,1,1,1.0
6,1,1.77,44.1,75.33,52.800000000000004,1,1,1.0
6,2,96.99,0.0,219.87,64.87,1,1,1.0
6,3,315.99,0.0,396.03,115.08,1,1,1.0
7,1,1.77,44.1,59.309999999999995,47.830000000000005,1,1,1.0
7,2,96.99,0.0,219.87,64.87,1,1,1.0
7,3,315.99,0.0,395.6,115.08,1,1,1.0
8,1,1.77,44.1,43.279999999999994,42.85,1,1,1.0
8,2,96.99,0.0,219.87,64.87,1,1,1.0
8,3,315.99,0.0,395.15999999999997,115.08,1,1,1.0
9,1,1.77,44.1,27.26,37.88,1,1,1.0
9,2,96.99,0.0,219.87,64.87,1,1,1.0
9,3,315.99,0.0,394.73,115.08,1,1,1.0
10,1,1.77,44.1,11.23,32.9,1,1,1.0
10,2,96.99,0.0,219.87,64.87,1,1,1.0
10,3,315.99,0.0,394.28999999999996,115.08,1,1,1.0
11,2,96.99,0.0,219.87,64.87,1,1,1.0
11,3,315.99,0.0,393.86,115.08,1,1,1.0
11,4,870.01,179.14,86.56000000000006,85.69,1,1,1.0
12,2,96.99,0.0,219.87,64.87,1,1,1.0
12,3,315.99,0.0,393.41999999999996,115.08,1,1,1.0
12,4,828.46,169.9,115.69999999999993,90.60999999999999,1,1,1.0
13,2,96.99,0.0,219.87,64.87,1,1,1.0
13,3,315.99,0.0,392.99,115.08,1,1,1.0
13,4,786.91,160.67,144.84000000000003,95.52000000000001,1,1,1.0
14,2,96.99,0.0,219.87,64.87,1,1,1.0
14,3,315.99,0.0,392.55999999999995,115.08,1,1,1.0
14,4,745.35,151.44,173.99,100.43,1,1,1.0
15,2,96.99,0.0,219.87,64.87,1,1,1.0
15,3,315.99,0.0,392.12,115.08,1,1,1.0
15,4,703.8,142.2,203.12,105.34,1,1,1.0
16,2,96.99,0.0,219.87,64.87,1,1,1.0
16,3,315.99,0.0,391.68999999999994,115.08,1,1,1.0
16,4,662.25,132.97,232.26,110.25,1,1,1.0
17,2,96.99,0.0,219.87,64.87,1,1,1.0
17,3,315.99,0.0,391.25,115.08,1,1,1.0
17,4,620.7,123.73,261.4,115.17,1,1,1.0
18,2,96.99,0.0,219.87,64.87,1,1,1.0
18,3,315.99,0.0,390.81999999999994,115.08,1,1,1.0
18,4,589.25,119.84,252.16999999999996,110.25999999999999,1,1,1.0
19,2,96.99,0.0,219.87,64.87,1,1,1.0
19,3,315.99,0.0,390.38,115.08,1,1,1.0
19,4,557.8,115.94,242.93000000000006,105.36000000000001,1,1,1.0
20,2,96.99,0.0,219.87,64.87,1,1,1.0
20,3,315.99,0.0,389.95000000000005,115.08,1,1,1.0
20,5,0.9,180.0,140.23,127.25,1,1,1.0
20,4,526.35,112.05,233.69999999999993,100.45,1,1,1.0
21,2,96.99,0.0,219.87,64.87,1,1,1.0
21,3,315.99,0.0,389.52,115.08,1,1,1.0
21,5,5.52,186.93,165.34,135.04000000000002,1,1,1.0
21,4,494.89,108.15,224.48000000000002,95.54999999999998,1,1,1.0
22,2,96.99,0.0,219.87,64.87,1,1,1.0
22,3,315.99,0.0,389.08000000000004,115.08,1,1,1.0
22,5,10.13,193.85,190.45000000000002,142.83,1,1,1.0
22,4,463.44,104.26,215.23999999999995,90.64,1,1,1.0
23,2,96.99,0.0,219.87,64.87,1,1,1.0
23,3,315.99,0.0,388.65,115.08,1,1,1.0
23,5,14.75,200.78,215.55,150.61999999999998,1,1,1.0
23,4,431.99,100.36,206.01,85.74,1,1,1.0
24,2,96.99,0.0,219.87,64.87,1,1,1.0
24,3,315.99,0.0,388.21000000000004,115.08,1,1,1.0
24,5,42.31,214.05,231.57,160.27999999999997,1,1,1.0
24,4,407.75,95.89,200.66999999999996,84.14,1,1,1.0
25,2,96.99,0.0,219.87,64.87,1,1,1.0
25,3,315.99,0.0,387.78,115.08,1,1,1.0
25,5,69.86,227.32,247.61,169.95,1,1,1.0
25,4,383.51,91.42,195.32000000000005,82.55,1,1,1.0
26,2,96.99,0.0,219.87,64.87,1,1,1.0
26,3,315.99,0.0,387.34000000000003,115.08,1,1,1.0
26,5,97.42,240.59,263.63,179.60999999999999,1,1,1.0
26,4,359.28,86.94,189.97000000000003,80.96000000000001,1,1,1.0
27,2,96.99,0.0,219.87,64.87,1,1,1.0
27,3,315.99,0.0,386.90999999999997,115.08,1,1,1.0
27,5,124.98,253.86,279.65,189.26999999999998,1,1,1.0
27,4,335.04,82.47,184.62999999999994,79.36000000000001,1,1,1.0
28,2,96.99,0.0,219.87,64.87,1,1,1.0
28,3,315.99,0.0,386.90999999999997,115.08,1,1,1.0
28,5,152.53,267.13,295.69000000000005,198.94,1,1,1.0
28,4,310.8,78.0,179.27999999999997,77.77000000000001,1,1,1.0
29,2,96.99,0.0,219.87,64.87,1,1,1.0
29,3,315.99,0.0,386.90999999999997,115.08,1,1,1.0
29,5,180.09,280.4,311.71000000000004,208.60000000000002,1,1,1.0
29,4,286.56,73.53,173.94,76.16999999999999,1,1,1.0
30,2,96.99,0.0,219.87,64.87,1,1,1.0
30,3,315.99,0.0,386.90999999999997,115.08,1,1,1.0
30,5,223.06,296.38,336.29,205.37,1,1,1.0
30,6,865.68,163.55,94.32000000000005,82.23999999999998,1,1,1.0
30,4,269.79,70.93,169.07,74.12,1,1,1.0
31,2,96.99,0.0,219.87,64.87,1,1,1.0
31,3,315.99,0.0,386.90999999999997,115.08,1,1,1.0
31,5,266.03,312.36,360.87,202.14,1,1,1.0
31,6,818.24,157.32,141.76,86.78,1,1,1.0
31,4,253.02,68.33,164.21,72.07000000000001,1,1,1.0
32,2,96.99,0.0,219.87,64.87,1,1,1.0
32,3,315.99,0.0,386.90999999999997,115.08,1,1,1.0
32,5,309.01,328.34,385.44000000000005,198.91000000000003,1,1,1.0
32,6,772.97,144.6,187.02999999999997,96.9,1,1,1.0
32,4,236.25,65.73,159.33999999999997,70.02,1,1,1.0
33,2,96.99,0.0,219.87,64.87,1,1,1.0
33,3,315.99,0.0,386.90999999999997,115.08,1,1,1.0
33,5,351.98,344.31,410.02,195.69,1,1,1.0
33,6,727.69,131.87,232.30999999999995,107.03,1,1,1.0
33,4,219.48,63.14,154.47,67.96,1,1,1.0
34,2,96.99,0.0,219.87,64.87,1,1,1.0
34,3,315.99,0.0,386.90999999999997,115.08,1,1,1.0
34,5,416.16,368.88,409.86999999999995,171.12,1,1,1.0
34,6,691.08,123.48,235.56999999999994,105.86999999999999,1,1,1.0
34,4,202.7,60.54,149.61,65.91,1,1,1.0
35,2,96.99,0.0,219.87,64.87,1,1,1.0
35,3,315.99,0.0,386.90999999999997,115.08,1,1,1.0
35,5,480.34,393.44,409.7300000000001,146.56,1,1,1.0
35,6,654.46,115.08,238.83999999999992,104.72000000000001,1,1,1.0
35,4,185.93,57.94,144.75,63.86,1,1,1.0
36,2,96.99,0.0,219.87,64.87,1,1,1.0
36,3,315.99,0.0,386.90999999999997,115.08,1,1,1.0
36,5,544.52,418.0,409.58000000000004,122.0,1,1,1.0
36,6,616.14,109.76,233.52999999999997,101.37999999999998,1,1,1.0
36,4,169.16,55.35,139.88000000000002,61.800000000000004,1,1,1.0
37,2,96.99,0.0,219.87,64.87,1,1,1.0
37,3,315.99,0.0,386.90999999999997,115.08,1,1,1.0
37,5,638.46,449.15,315.64,90.85000000000002,1,1,1.0
37,6,577.82,104.44,228.20999999999992,98.05000000000001,1,1,1.0
37,4,152.39,52.75,135.01,59.75,1,1,1.0
38,2,96.99,0.0,219.87,64.87,1,1,1.0
38,3,315.99,0.0,386.90999999999997,115.08,1,1,1.0
38,5,732.4,480.3,221.70000000000005,59.69999999999999,1,1,1.0
38,6,539.5,99.13,222.89999999999998,94.70000000000002,1,1,1.0
38,4,139.69,50.44,130.69,58.03,1,1,1.0
39,2,96.99,0.0,219.87,64.87,1,1,1.0
39,3,315.99,0.0,386.90999999999997,115.08,1,1,1.0
39,5,732.4,480.3,221.70000000000005,59.69999999999999,1,1,1.0
39,6,510.24,93.81,214.11,91.35999999999999,1,1,1.0
39,4,127.0,48.13,126.37,56.300000000000004,1,1,1.0
40,2,96.99,0.0,219.87,64.87,1,1,1.0
40,3,315.99,0.0,386.90999999999997,115.08,1,1,1.0
40,6,480.98,88.49,205.31999999999994,88.02,1,1,1.0
40,4,114.3,45.82,122.05,54.580000000000005,1,1,1.0
41,2,96.99,0.0,219.87,64.87,1,1,1.0
41,3,315.99,0.0,386.90999999999997,115.08,1,1,1.0
41,6,451.73,83.17,196.51999999999998,84.69000000000001,1,1,1.0
41,4,101.6,43.52,117.73000000000002,52.85,1,1,1.0
42,2,96.99,0.0,219.87,64.87,1,1,1.0
42,3,315.99,0.0,386.90999999999997,115.08,1,1,1.0
42,6,422.47,77.86,187.73000000000002,81.33999999999999,1,1,1.0
42,4,88.91,41.21,113.41,51.12,1,1,1.0
43,2,96.99,0.0,219.87,64.87,1,1,1.0
43,3,315.99,0.0,386.90999999999997,115.08,1,1,1.0
43,6,399.71,74.52,181.8,78.99,1,1,1.0
43,4,76.21,38.9,109.09000000000002,49.4,1,1,1.0
44,2,96.99,0.0,219.87,64.87,1,1,1.0
44,3,315.99,0.0,386.90999999999997,115.08,1,1,1.0
44,6,376.96,71.18,175.87000000000006,76.65,1,1,1.0
44,4,66.8,37.06,106.49,49.28999999999999,1,1,1.0
45,2,96.99,0.0,219.87,64.87,1,1,1.0
45,3,315.99,0.0,386.90999999999997,115.08,1,1,1.0
45,6,354.21,67.85,169.93,74.28999999999999,1,1,1.0
